ID,pred
25568,0.6105876
25569,0.018837051
25570,0.00178943
25571,0.5500594
25572,0.00066718063
25573,0.00076191704
25574,0.0020283987
25575,0.012078898
25576,0.0007297895
25577,0.0011607729
25578,0.00025647454
25579,0.00067725196
25580,0.0017840619
25581,0.03003256
25582,0.003421455
25583,0.14401813
25584,0.0009769524
25585,0.9354123
25586,0.0041869096
25587,0.0007129116
25588,0.0030459666
25589,0.003995076
25590,0.0002975474
25591,0.0004146148
25592,0.015301963
25593,0.00027354766
25594,0.42924097
25595,0.97672814
25596,0.2759404
25597,0.0004954446
25598,0.92190003
25599,0.0010105285
25600,0.00023372944
25601,0.00014427197
25602,0.0013342776
25603,0.0010248282
25604,0.016313402
25605,0.07171882
25606,0.8616705
25607,0.01522692
25608,0.0020976518
25609,0.0075352285
25610,0.0037758474
25611,0.6873809
25612,0.038663864
25613,0.0010183296
25614,0.8821619
25615,0.007960161
25616,0.004104408
25617,0.0013485247
25618,0.43829396
25619,0.01837645
25620,0.08354867
25621,0.05516137
25622,0.0029993511
25623,0.029490234
25624,0.22069335
25625,0.113909006
25626,0.00033138192
25627,0.001416278
25628,0.00314348
25629,0.36634457
25630,0.16270071
25631,0.97896
25632,0.65930504
25633,0.056765173
25634,0.30085352
25635,0.00025900212
25636,0.0018067636
25637,0.004253759
25638,0.009332404
25639,0.000596436
25640,0.0013475476
25641,0.0027624601
25642,0.07514818
25643,0.001697458
25644,0.00022247042
25645,0.36249208
25646,0.00095355173
25647,0.019770151
25648,0.019265935
25649,0.9846986
25650,0.18627502
25651,0.1067498
25652,0.031474907
25653,0.6388408
25654,0.010869283
25655,0.005735348
25656,0.4036866
25657,0.022531433
25658,0.0003109225
25659,0.009126728
25660,0.0010300875
25661,0.002255965
25662,0.009273151
25663,0.12848085
25664,0.002970462
25665,0.0003759943
25666,0.066126384
25667,0.00086209626
25668,0.018889017
25669,0.0472037
25670,0.011484555
25671,0.018124318
25672,0.00026947557
25673,0.0013040737
25674,0.0006908617
25675,0.5097722
25676,0.00045953973
25677,0.002641908
25678,0.0006383613
25679,0.12831093
25680,0.036595665
25681,0.0055496115
25682,0.008968693
25683,0.116704926
25684,0.0018291641
25685,0.0004836623
25686,0.067844674
25687,0.002733767
25688,0.0021422368
25689,0.010598998
25690,0.026979713
25691,0.0010566158
25692,0.1392267
25693,0.0033853513
25694,0.009668458
25695,0.00062423706
25696,0.0027504498
25697,0.16883953
25698,0.0051395306
25699,0.0005729579
25700,0.077152744
25701,0.03900739
25702,0.013306215
25703,0.0074502095
25704,0.0003769321
25705,0.018202914
25706,0.5662394
25707,0.01856451
25708,0.07334352
25709,0.3552971
25710,0.013470575
25711,0.006329951
25712,0.0009702261
25713,0.008564539
25714,0.41096058
25715,0.0011624636
25716,0.035141468
25717,0.038904805
25718,0.00045596153
25719,0.7316516
25720,0.0011907818
25721,0.63704574
25722,0.6505856
25723,0.8648686
25724,0.000994984
25725,0.0010006741
25726,0.008074226
25727,0.00131603
25728,0.057169925
25729,0.0014224591
25730,0.03464055
25731,0.005111898
25732,0.0018992687
25733,0.04404301
25734,0.0031087927
25735,0.008831187
25736,0.005959718
25737,0.06043814
25738,0.92068857
25739,0.0011646398
25740,0.0139873335
25741,0.00044317197
25742,0.004233949
25743,0.0007614829
25744,0.0017166727
25745,0.0002075953
25746,0.001080571
25747,0.0048219836
25748,0.8487477
25749,0.56701213
25750,0.0017852527
25751,0.0052162865
25752,0.0031341445
25753,0.018220836
25754,0.029670043
25755,0.0028095692
25756,0.0053040655
25757,0.041790243
25758,0.9743301
25759,0.00976594
25760,0.8052198
25761,0.011403745
25762,0.9170375
25763,0.0023118816
25764,0.002529204
25765,0.0011733996
25766,0.005005663
25767,0.11263431
25768,0.001844122
25769,0.11458202
25770,0.0033506413
25771,0.24752864
25772,0.050565653
25773,0.0006979755
25774,0.0035395706
25775,0.15836348
25776,0.64869606
25777,0.0010630651
25778,0.4398036
25779,0.48363286
25780,0.047419734
25781,0.008248696
25782,0.37099
25783,0.0017162395
25784,0.0035548697
25785,0.7610876
25786,0.49373716
25787,0.0042718085
25788,0.009866882
25789,0.004122839
25790,0.11374616
25791,0.012045611
25792,0.10220125
25793,0.02380625
25794,0.0007219084
25795,0.8880615
25796,0.031699497
25797,0.002322756
25798,0.015728544
25799,0.9141975
25800,0.0013087653
25801,0.030036207
25802,0.0006608567
25803,0.0004923691
25804,0.021770984
25805,0.0012914446
25806,0.0015665777
25807,0.016076416
25808,0.012255553
25809,0.0014809691
25810,0.0041364874
25811,0.67300135
25812,0.891207
25813,0.001446491
25814,0.008530974
25815,0.0034940306
25816,0.86503476
25817,0.0008049365
25818,0.003315062
25819,0.0076775746
25820,0.006349506
25821,0.0048104874
25822,0.00065127533
25823,0.5083424
25824,0.056976244
25825,0.0049579027
25826,0.008951727
25827,0.0013028043
25828,0.72402775
25829,0.92880046
25830,0.018212827
25831,0.44951847
25832,0.00020055218
25833,0.031922318
25834,0.9592855
25835,0.0014518041
25836,0.0009009427
25837,0.0032168298
25838,0.052147854
25839,0.6879102
25840,0.00047730145
25841,0.8849429
25842,0.0020371363
25843,0.027947774
25844,0.00654395
25845,0.19504638
25846,0.005306058
25847,0.0022798143
25848,0.0002663783
25849,0.04423844
25850,0.020408936
25851,0.058352944
25852,0.007097131
25853,0.03828778
25854,0.00047780538
25855,0.0028323815
25856,0.0054631387
25857,0.00036489847
25858,0.00047899122
25859,0.014056574
25860,0.002567918
25861,0.0042433175
25862,0.046819467
25863,0.002252846
25864,0.0008569126
25865,0.0012542898
25866,0.017187065
25867,0.014357354
25868,0.005117306
25869,0.00078656565
25870,0.017542778
25871,0.0011422716
25872,0.01272366
25873,0.54579806
25874,0.010818443
25875,0.00069613114
25876,0.00032263636
25877,0.007135431
25878,0.0014050959
25879,0.0153566655
25880,0.08738356
25881,0.0031256657
25882,0.0005099465
25883,0.002534335
25884,0.009818195
25885,0.014045291
25886,0.018462706
25887,0.0011006487
25888,0.0021347294
25889,0.027152278
25890,0.0016260629
25891,0.0011067057
25892,0.0048230225
25893,0.0006868469
25894,0.0937806
25895,0.039143853
25896,0.00019084376
25897,0.011449508
25898,0.0005831573
25899,0.008732059
25900,0.95802855
25901,0.33014277
25902,0.006755226
25903,0.0015420921
25904,0.080889724
25905,0.3280534
25906,0.0010431991
25907,0.0027374106
25908,0.14938435
25909,0.3325707
25910,0.00019354875
25911,0.0014304257
25912,0.4073717
25913,0.90147084
25914,0.478645
25915,0.007585425
25916,0.0005427589
25917,0.0051168813
25918,0.0017614379
25919,0.014464041
25920,0.0029321287
25921,0.003912236
25922,0.0071512954
25923,0.080698065
25924,0.0010047331
25925,0.025511043
25926,0.00022226413
25927,0.001104514
25928,0.00024223194
25929,0.8783662
25930,0.0027696087
25931,0.0022817804
25932,0.00026310232
25933,0.049153294
25934,0.0037244486
25935,0.035570357
25936,0.0009233807
25937,0.34435308
25938,0.031216806
25939,0.0009419709
25940,0.0036884628
25941,0.0006258255
25942,0.0069200397
25943,0.0074555143
25944,0.14602654
25945,0.15240708
25946,0.020088222
25947,0.086374134
25948,0.025648912
25949,0.003112559
25950,0.029513672
25951,0.23693123
25952,0.2925001
25953,0.0019207397
25954,0.0012504809
25955,0.124230005
25956,0.0005265684
25957,0.007887785
25958,0.004394218
25959,0.027806751
25960,0.20753178
25961,0.0039769737
25962,0.033916198
25963,0.0060375356
25964,0.007273443
25965,0.062990926
25966,0.00020644903
25967,0.02602998
25968,0.0032238325
25969,0.01738073
25970,0.0034004853
25971,0.018622752
25972,0.00048476638
25973,0.0007210036
25974,0.0010481466
25975,0.0075986525
25976,0.6278106
25977,0.00018129653
25978,0.0070774304
25979,0.06960323
25980,0.0029565336
25981,0.0012375172
25982,0.33088398
25983,0.020501146
25984,0.0070938384
25985,0.0025695427
25986,0.43181315
25987,0.94473666
25988,0.85019714
25989,0.0010538639
25990,0.0019988318
25991,0.01645702
25992,0.0006539567
25993,0.5284148
25994,0.0005561358
25995,0.010467219
25996,0.024541037
25997,0.085579336
25998,0.514606
25999,0.085405216
26000,0.7445111
26001,0.002852865
26002,0.0008777007
26003,0.9831019
26004,0.0006568735
26005,0.01761004
26006,0.77873284
26007,0.00049165345
26008,0.22453958
26009,0.021264734
26010,0.6020605
26011,0.0072528278
26012,0.0024233242
26013,0.0012489889
26014,0.7193128
26015,0.0007842705
26016,0.0025153237
26017,0.0010080794
26018,0.008110211
26019,0.15419033
26020,0.0010438105
26021,0.8339192
26022,0.009780842
26023,0.024702288
26024,0.017262116
26025,0.017271599
26026,0.0074319206
26027,0.0019745964
26028,0.00031246504
26029,0.021742368
26030,0.0015195365
26031,0.043557003
26032,0.042519078
26033,0.010516436
26034,0.0034763007
26035,0.039938923
26036,0.15668389
26037,0.022674097
26038,0.26776454
26039,0.0011415744
26040,0.00039019153
26041,0.50035447
26042,0.008815957
26043,0.006016725
26044,0.19977382
26045,0.0007703046
26046,0.0009268346
26047,0.0032711101
26048,0.00021253304
26049,0.01781102
26050,0.0049880175
26051,0.037715346
26052,0.001599641
26053,0.019880222
26054,0.00021488588
26055,0.002827587
26056,0.002434382
26057,0.6197854
26058,0.014373058
26059,0.0029007266
26060,0.61879724
26061,0.09491754
26062,0.00082143594
26063,0.00019386034
26064,0.35981756
26065,0.019580998
26066,0.113016754
26067,0.0071631717
26068,0.09101752
26069,0.013658852
26070,0.07917733
26071,0.0036225424
26072,0.0016367463
26073,0.00044106386
26074,0.2697836
26075,0.03508133
26076,0.004848075
26077,0.00092881575
26078,0.0009938334
26079,0.00082534045
26080,0.8759275
26081,0.2261371
26082,0.028544033
26083,0.8148834
26084,0.000611718
26085,0.006468198
26086,0.062560976
26087,0.0017822523
26088,0.045435824
26089,0.2084135
26090,0.016916063
26091,0.25764734
26092,0.0028957247
26093,0.0011308856
26094,0.1480349
26095,0.022152755
26096,0.0118037285
26097,0.07519868
26098,0.0015257814
26099,0.00040089514
26100,0.0005676665
26101,0.0057917177
26102,0.020294363
26103,0.9797662
26104,0.0010856941
26105,0.015439071
26106,0.0068307025
26107,0.06495967
26108,0.4312917
26109,0.0023954292
26110,0.0007436341
26111,0.00024512887
26112,0.031894777
26113,0.00712182
26114,0.029982371
26115,0.00053264847
26116,0.00092908705
26117,0.44770196
26118,0.04558916
26119,0.0033086732
26120,0.00021228049
26121,0.005600614
26122,0.0019173577
26123,0.040180907
26124,0.013213114
26125,0.0026569637
26126,0.09897311
26127,0.0004544933
26128,0.00053860643
26129,0.016685925
26130,0.042603593
26131,0.22970062
26132,0.0003925253
26133,0.007177144
26134,0.17938185
26135,0.15476789
26136,0.00021073932
26137,0.19632755
26138,0.063009895
26139,0.0012491203
26140,0.9630472
26141,0.015152288
26142,0.3012673
26143,0.0031342874
26144,0.0037136655
26145,0.0028630907
26146,0.00018604561
26147,0.0025596628
26148,0.002418026
26149,0.0013388799
26150,0.006349933
26151,0.0053181318
26152,0.0005081037
26153,0.0043091155
26154,0.003069233
26155,0.007426545
26156,0.0072655254
26157,0.026378153
26158,0.0009986887
26159,0.0010727487
26160,0.00025071902
26161,0.0029986482
26162,0.01673669
26163,0.0038154402
26164,0.0034515304
26165,0.0039684344
26166,0.49190134
26167,0.00085810915
26168,0.0023675933
26169,0.98908734
26170,0.00029153345
26171,0.017270086
26172,0.2704334
26173,0.0010440184
26174,0.19342272
26175,0.0008637082
26176,0.001023941
26177,0.011455095
26178,0.00034834427
26179,0.000873388
26180,0.0004175631
26181,0.0025234004
26182,0.004806326
26183,0.96487933
26184,0.001571823
26185,0.085526325
26186,0.0015550606
26187,0.0021172462
26188,0.009666007
26189,0.0011763481
26190,0.0023888736
26191,0.00024500783
26192,0.1246866
26193,0.2282888
26194,0.0015728546
26195,0.56615925
26196,0.0003275971
26197,0.00972871
26198,0.03429458
26199,0.00073237665
26200,0.0071703685
26201,0.0021949334
26202,0.010071167
26203,0.011333832
26204,0.00793614
26205,0.008982695
26206,0.0008417287
26207,0.16974862
26208,0.013002224
26209,0.1019508
26210,0.04187036
26211,0.022085771
26212,0.00089942757
26213,0.11139805
26214,0.01859013
26215,0.011891277
26216,0.5451348
26217,0.003921203
26218,0.00045775512
26219,0.00089041126
26220,0.00049756456
26221,0.38091335
26222,0.024604127
26223,0.0002560445
26224,0.004902483
26225,0.15155356
26226,0.00060713576
26227,0.0053455574
26228,0.0035415443
26229,0.0089268945
26230,0.51167035
26231,0.005489306
26232,0.0016500376
26233,0.006557229
26234,0.21224706
26235,0.006734213
26236,0.04031078
26237,0.00033820907
26238,0.002660761
26239,0.0019664424
26240,0.00048182608
26241,0.0012453735
26242,0.16827245
26243,0.00059149606
26244,0.972554
26245,0.016416855
26246,0.0019575367
26247,0.43096784
26248,0.001072576
26249,0.24880905
26250,0.027140485
26251,0.001644834
26252,0.002122449
26253,0.00071050343
26254,0.002259931
26255,0.006553372
26256,0.022907129
26257,0.0018854343
26258,0.000867246
26259,0.0028376144
26260,0.0002834628
26261,0.36673367
26262,0.5841979
26263,0.0057355408
26264,0.21884264
26265,0.63834083
26266,0.0008914133
26267,0.00065246446
26268,0.0012194332
26269,0.021248866
26270,0.0006907485
26271,0.0056867674
26272,0.07715682
26273,0.0013967701
26274,0.004236209
26275,0.007530142
26276,0.008466253
26277,0.82259166
26278,0.00044553896
26279,0.17349572
26280,0.3543897
26281,0.041824795
26282,0.19886075
26283,0.023791578
26284,0.959996
26285,0.33986568
26286,0.0067799157
26287,0.00047543424
26288,0.06497067
26289,0.003512862
26290,0.0069196136
26291,0.8381061
26292,0.0016475046
26293,0.02129591
26294,0.0024224424
26295,0.0022016158
26296,0.0029962885
26297,0.022331916
26298,0.00026372063
26299,0.0064794603
26300,0.0012579294
26301,0.00019492331
26302,0.003018674
26303,0.00090764393
26304,0.00021696628
26305,0.003595613
26306,0.9606961
26307,0.002624165
26308,0.3827103
26309,0.00069158076
26310,0.49220785
26311,0.14390428
26312,0.0022177082
26313,0.6072272
26314,0.0020675804
26315,0.13158795
26316,0.00056862383
26317,0.0016829065
26318,0.003711237
26319,0.066525415
26320,0.0018490208
26321,0.9404388
26322,0.004670712
26323,0.0133124525
26324,0.20603707
26325,0.0005140425
26326,0.0032100435
26327,0.4472962
26328,0.24423248
26329,0.0008486114
26330,0.011383975
26331,0.047859933
26332,0.015995242
26333,0.009031424
26334,0.005372099
26335,0.0055619674
26336,0.007227845
26337,0.00164247
26338,0.00033016532
26339,0.0048443084
26340,0.000958284
26341,0.00045697583
26342,0.00018770325
26343,0.20063001
26344,0.22496031
26345,0.0017631399
26346,0.11887417
26347,0.10197104
26348,0.000786324
26349,0.9118242
26350,0.17364521
26351,0.03102779
26352,0.010033439
26353,0.4804712
26354,0.0005341804
26355,0.0031400898
26356,0.006222537
26357,0.10476088
26358,0.38583753
26359,0.0023226587
26360,0.008143356
26361,0.022324348
26362,0.028753363
26363,0.010582055
26364,0.00021846504
26365,0.2094064
26366,0.000649488
26367,0.069095336
26368,0.3008906
26369,0.004317489
26370,0.03183076
26371,0.660075
26372,0.27030215
26373,0.33436444
26374,0.09773381
26375,0.10356074
26376,0.02646892
26377,0.020812005
26378,0.0004597146
26379,0.014951522
26380,0.014180769
26381,0.7997515
26382,0.0017588355
26383,0.08943824
26384,0.0022161852
26385,0.004786046
26386,0.0006642653
26387,0.0012161841
26388,0.0044923197
26389,0.00083075085
26390,0.00048402642
26391,0.002267101
26392,0.039061293
26393,0.0011966976
26394,0.0012339478
26395,0.1452552
26396,0.001197769
26397,0.004301932
26398,0.002185172
26399,0.08689029
26400,0.014984299
26401,0.20974876
26402,0.00077438605
26403,0.91954416
26404,0.0044024135
26405,0.040523037
26406,0.00040862063
26407,0.064706005
26408,0.006507623
26409,0.02820709
26410,0.056054447
26411,0.00094772695
26412,0.9082212
26413,0.0043956656
26414,0.01294454
26415,0.015086935
26416,0.048757013
26417,0.22675665
26418,0.0004903009
26419,0.005025991
26420,0.8974848
26421,0.00097514834
26422,0.0036932917
26423,0.42523608
26424,0.04293116
26425,0.0009054496
26426,0.016638001
26427,0.004005428
26428,0.075688906
26429,0.008925975
26430,0.16016746
26431,0.016358424
26432,0.0021165663
26433,0.0069673774
26434,0.57548326
26435,0.10267007
26436,0.0008140435
26437,0.00941327
26438,0.008779096
26439,0.33504984
26440,0.00044466896
26441,0.0012293701
26442,0.0020219004
26443,0.09506024
26444,0.24658838
26445,0.0014499672
26446,0.30006737
26447,0.09117872
26448,0.010142722
26449,0.6940872
26450,0.8736853
26451,0.00035147747
26452,0.59529316
26453,0.018463055
26454,0.016677437
26455,0.0009945967
26456,0.47271195
26457,0.035159193
26458,0.00020018384
26459,0.0007494693
26460,0.020723775
26461,0.00032898047
26462,0.00054247444
26463,0.0015855522
26464,0.011888902
26465,0.0010180323
26466,0.12354933
26467,0.00033574185
26468,0.025465995
26469,0.24318352
26470,0.012745867
26471,0.7622924
26472,0.0009988305
26473,0.013349495
26474,0.0014793974
26475,0.0086910995
26476,0.001008104
26477,0.81611836
26478,0.0002944048
26479,0.0113787
26480,0.0043217097
26481,0.0021421278
26482,0.0063368045
26483,0.0090235025
26484,0.0015611799
26485,0.9550329
26486,0.088615045
26487,0.49583054
26488,0.00058837264
26489,0.037723687
26490,0.01392434
26491,0.0037074026
26492,0.008702766
26493,0.0022366608
26494,0.0019081224
26495,0.006442386
26496,0.85373336
26497,0.0010757861
26498,0.0006510442
26499,0.02408096
26500,0.13213466
26501,0.0034605018
26502,0.0020047724
26503,0.00058709487
26504,0.7418487
26505,0.00839312
26506,0.0020651892
26507,0.23948282
26508,0.03926822
26509,0.90395653
26510,0.001242263
26511,0.01875043
26512,0.00039212176
26513,0.00094382156
26514,0.017132716
26515,0.0021007613
26516,0.0002604905
26517,0.0062435814
26518,0.023994224
26519,0.017520864
26520,0.59186685
26521,0.00062705803
26522,0.0015313384
26523,0.00018675209
26524,0.006446853
26525,0.00074336096
26526,0.0011154796
26527,0.00076296576
26528,0.061246093
26529,0.011611637
26530,0.030660039
26531,0.017964644
26532,0.0006779685
26533,0.029940234
26534,0.20058501
26535,0.00055433484
26536,0.004397181
26537,0.48828843
26538,0.015309446
26539,0.0020314355
26540,0.0019380095
26541,0.00090549525
26542,0.0052266913
26543,0.3696851
26544,0.013461511
26545,0.0013016621
26546,0.0010892288
26547,0.026464485
26548,0.014641322
26549,0.086056076
26550,0.0047417963
26551,0.0043436275
26552,0.10841156
26553,0.17490584
26554,0.9140742
26555,0.0011208038
26556,0.00077854283
26557,0.34682533
26558,0.0007572439
26559,0.9499717
26560,0.15238792
26561,0.005364077
26562,0.0015581659
26563,0.46082208
26564,0.0027624955
26565,0.060309406
26566,0.0015137893
26567,0.0071154535
26568,0.1749294
26569,0.016748644
26570,0.20635366
26571,0.009044535
26572,0.94435793
26573,0.6916941
26574,0.53319156
26575,0.004581452
26576,0.0019342629
26577,0.0007658413
26578,0.0016746145
26579,0.00073893147
26580,0.0006418386
26581,0.85355407
26582,0.00061856804
26583,0.5952139
26584,0.0061636795
26585,0.0102362605
26586,0.099077836
26587,0.008769218
26588,0.020598702
26589,0.04131789
26590,0.03191569
26591,0.059167884
26592,0.32440224
26593,0.11821706
26594,0.002379648
26595,0.00106877
26596,0.0016691977
26597,0.79939073
26598,0.0011219473
26599,0.00036695023
26600,0.7489104
26601,0.0048428606
26602,0.007995847
26603,0.009894013
26604,0.0073099234
26605,0.025974983
26606,0.38505614
26607,0.80043876
26608,0.8999735
26609,0.003841416
26610,0.0034381903
26611,0.0008175495
26612,0.002612711
26613,0.77490246
26614,0.0021022533
26615,0.0055673346
26616,0.0024034658
26617,0.36163217
26618,0.29035047
26619,0.0043213037
26620,0.0034157643
26621,0.003007055
26622,0.006282411
26623,0.026462851
26624,0.029105812
26625,0.02870101
26626,0.009195506
26627,0.0057963463
26628,0.002988457
26629,0.013507633
26630,0.0005806814
26631,0.010580718
26632,0.783615
26633,0.059731115
26634,0.003957309
26635,0.39663473
26636,0.6430997
26637,0.004085151
26638,0.0037212276
26639,0.00047408565
26640,0.0025134364
26641,0.019715492
26642,0.001858992
26643,0.0023183313
26644,0.9917331
26645,0.20207861
26646,0.8727063
26647,0.4885751
26648,0.42070386
26649,0.0043061273
26650,0.0010445049
26651,0.0014772866
26652,0.19229043
26653,0.001430237
26654,0.011897978
26655,0.10001879
26656,0.0032819533
26657,0.0049569244
26658,0.00052412803
26659,0.05080113
26660,0.0013162675
26661,0.19219474
26662,0.0009500604
26663,0.0051961523
26664,0.00070461305
26665,0.045236725
26666,0.0016296874
26667,0.010259675
26668,0.000489933
26669,0.11174754
26670,0.0013028602
26671,0.004304868
26672,0.025667291
26673,0.004167546
26674,0.0447057
26675,0.008642322
26676,0.009770133
26677,0.012094955
26678,0.00055595505
26679,0.00078236
26680,0.90412134
26681,0.00033661423
26682,0.016922686
26683,0.0010913288
26684,0.8252057
26685,0.00024026964
26686,0.012292528
26687,0.0050058886
26688,0.004344729
26689,0.011307968
26690,0.00065708975
26691,0.0012134139
26692,0.14587657
26693,0.003816457
26694,0.021942183
26695,0.0021979557
26696,0.16045047
26697,0.014991903
26698,0.34144205
26699,0.09220824
26700,0.012486813
26701,0.04222096
26702,0.35389557
26703,0.0012793812
26704,0.3787268
26705,0.008185413
26706,0.0015195655
26707,0.0019736446
26708,0.004733221
26709,0.07010853
26710,0.0045547015
26711,0.006514866
26712,0.0052160616
26713,0.0061185434
26714,0.0010042876
26715,0.0046449183
26716,0.020495307
26717,0.018274024
26718,0.0063427617
26719,0.0020621675
26720,0.014975659
26721,0.0008727529
26722,0.891808
26723,0.0039113886
26724,0.09529255
26725,0.13345626
26726,0.0041743354
26727,0.00093363976
26728,0.30047125
26729,0.0054788874
26730,0.2277582
26731,0.50984305
26732,0.026127402
26733,0.0023118518
26734,0.0030967116
26735,0.005247185
26736,0.3856217
26737,0.0010126149
26738,0.00025976085
26739,0.002930721
26740,0.0002128224
26741,0.0015528189
26742,0.0007022042
26743,0.0013391089
26744,0.002065072
26745,0.00025730187
26746,0.00040625854
26747,0.0008826505
26748,0.0009397487
26749,0.19812909
26750,0.002803376
26751,0.13711885
26752,0.047909282
26753,0.004529311
26754,0.5511924
26755,0.10819136
26756,0.29454857
26757,0.009043531
26758,0.16438101
26759,0.9003535
26760,0.0010017043
26761,0.026415799
26762,0.056634653
26763,0.003988452
26764,0.00030876137
26765,0.6064372
26766,0.0024525332
26767,0.0033374906
26768,0.26938406
26769,0.006328469
26770,0.0019433505
26771,0.0010402476
26772,0.003577298
26773,0.0005001134
26774,0.9888516
26775,0.0074649486
26776,0.00040725272
26777,0.0005114431
26778,0.011503349
26779,0.00402219
26780,0.003114505
26781,0.031085052
26782,0.46828288
26783,0.0052951775
26784,0.022877423
26785,0.032458317
26786,0.0020210748
26787,0.0006921896
26788,0.0023821432
26789,0.0004337392
26790,0.23362684
26791,0.8280904
26792,0.001335633
26793,0.24613006
26794,0.40848583
26795,0.009384528
26796,0.027465092
26797,0.00028694436
26798,0.00056738354
26799,0.0033981898
26800,0.053037234
26801,0.022638926
26802,0.003382587
26803,0.0015560568
26804,0.018386766
